year,school_id,cipcode,major_number,total,instnm
2011,182670,05.0107,2,7,Dartmouth College
2011,182670,05.0110,1,3,Dartmouth College
2011,182670,05.0110,2,1,Dartmouth College
2011,182670,05.0124,1,1,Dartmouth College
2011,182670,05.0124,2,1,Dartmouth College
2011,182670,05.0130,1,0,Dartmouth College
2011,182670,05.0130,2,0,Dartmouth College
2011,182670,05.0201,1,0,Dartmouth College
2011,182670,05.0201,2,2,Dartmouth College
2011,182670,05.0202,1,6,Dartmouth College
2011,182670,05.0202,2,2,Dartmouth College
2011,182670,05.0207,1,10,Dartmouth College
2011,182670,05.0207,2,2,Dartmouth College
2011,182670,11.0701,1,20,Dartmouth College
2011,182670,11.0701,2,1,Dartmouth College
2011,182670,14.0501,1,3,Dartmouth College
2011,182670,14.1201,1,3,Dartmouth College
2011,182670,14.1301,1,76,Dartmouth College
2011,182670,14.1301,2,4,Dartmouth College
2011,182670,16.0102,1,8,Dartmouth College
2011,182670,16.0102,2,3,Dartmouth College
2011,182670,16.0104,1,5,Dartmouth College
2011,182670,16.0104,2,2,Dartmouth College
2011,182670,16.0300,1,0,Dartmouth College
2011,182670,16.0301,1,2,Dartmouth College
2011,182670,16.0301,2,1,Dartmouth College
2011,182670,16.0302,1,3,Dartmouth College
2011,182670,16.0302,2,0,Dartmouth College
2011,182670,16.0402,1,3,Dartmouth College
2011,182670,16.0402,2,0,Dartmouth College
2011,182670,16.0501,1,5,Dartmouth College
2011,182670,16.0501,2,2,Dartmouth College
2011,182670,16.0900,1,3,Dartmouth College
2011,182670,16.0900,2,0,Dartmouth College
2011,182670,16.0901,1,5,Dartmouth College
2011,182670,16.0901,2,1,Dartmouth College
2011,182670,16.0902,1,1,Dartmouth College
2011,182670,16.0902,2,1,Dartmouth College
2011,182670,16.0904,1,1,Dartmouth College
2011,182670,16.0905,1,2,Dartmouth College
2011,182670,16.0905,2,0,Dartmouth College
2011,182670,16.1101,1,2,Dartmouth College
2011,182670,16.1101,2,3,Dartmouth College
2011,182670,16.1200,1,4,Dartmouth College
2011,182670,16.1200,2,2,Dartmouth College
2011,182670,16.1203,1,1,Dartmouth College
2011,182670,16.9999,1,0,Dartmouth College
2011,182670,23.0101,1,68,Dartmouth College
2011,182670,23.0101,2,4,Dartmouth College
2011,182670,23.1302,1,0,Dartmouth College
2011,182670,24.0199,1,1,Dartmouth College
2011,182670,24.0199,2,1,Dartmouth College
2011,182670,26.0101,1,67,Dartmouth College
2011,182670,26.0101,2,7,Dartmouth College
2011,182670,26.0204,1,0,Dartmouth College
2011,182670,26.0204,2,0,Dartmouth College
2011,182670,26.0401,1,0,Dartmouth College
2011,182670,26.0401,2,0,Dartmouth College
2011,182670,26.1305,1,0,Dartmouth College
2011,182670,26.1305,2,0,Dartmouth College
2011,182670,26.1501,1,44,Dartmouth College
2011,182670,26.1501,2,2,Dartmouth College
2011,182670,27.0101,1,26,Dartmouth College
2011,182670,27.0101,2,19,Dartmouth College
2011,182670,30.2201,1,0,Dartmouth College
2011,182670,30.2201,2,0,Dartmouth College
2011,182670,30.2202,1,13,Dartmouth College
2011,182670,30.2202,2,0,Dartmouth College
2011,182670,30.2501,1,7,Dartmouth College
2011,182670,30.2501,2,0,Dartmouth College
2011,182670,30.9999,1,7,Dartmouth College
2011,182670,30.9999,2,0,Dartmouth College
2011,182670,38.0101,1,25,Dartmouth College
2011,182670,38.0101,2,4,Dartmouth College
2011,182670,38.0201,1,10,Dartmouth College
2011,182670,38.0201,2,2,Dartmouth College
2011,182670,40.0201,1,1,Dartmouth College
2011,182670,40.0501,1,8,Dartmouth College
2011,182670,40.0501,2,1,Dartmouth College
2011,182670,40.0599,1,5,Dartmouth College
2011,182670,40.0599,2,1,Dartmouth College
2011,182670,40.0601,1,2,Dartmouth College
2011,182670,40.0601,2,0,Dartmouth College
2011,182670,40.0699,1,6,Dartmouth College
2011,182670,40.0699,2,0,Dartmouth College
2011,182670,40.0801,1,5,Dartmouth College
2011,182670,40.0801,2,3,Dartmouth College
2011,182670,42.0101,1,66,Dartmouth College
2011,182670,42.0101,2,12,Dartmouth College
2011,182670,45.0201,1,30,Dartmouth College
2011,182670,45.0201,2,6,Dartmouth College
2011,182670,45.0601,1,138,Dartmouth College
2011,182670,45.0601,2,31,Dartmouth College
2011,182670,45.0701,1,27,Dartmouth College
2011,182670,45.0701,2,5,Dartmouth College
2011,182670,45.1001,1,125,Dartmouth College
2011,182670,45.1001,2,17,Dartmouth College
2011,182670,45.1101,1,36,Dartmouth College
2011,182670,45.1101,2,4,Dartmouth College
2011,182670,50.0501,1,5,Dartmouth College
2011,182670,50.0501,2,1,Dartmouth College
2011,182670,50.0601,1,9,Dartmouth College
2011,182670,50.0601,2,1,Dartmouth College
2011,182670,50.0702,1,22,Dartmouth College
2011,182670,50.0702,2,4,Dartmouth College
2011,182670,50.0703,1,13,Dartmouth College
2011,182670,50.0703,2,0,Dartmouth College
2011,182670,50.0901,1,3,Dartmouth College
2011,182670,50.0901,2,2,Dartmouth College
2011,182670,54.0101,1,85,Dartmouth College
2011,182670,54.0101,2,8,Dartmouth College
2011,186131,04.0201,1,21,Princeton University
2011,186131,05.0104,1,10,Princeton University
2011,186131,05.0108,1,12,Princeton University
2011,186131,14.0101,1,1,Princeton University
2011,186131,14.0701,1,27,Princeton University
2011,186131,14.0801,1,21,Princeton University
2011,186131,14.0901,1,36,Princeton University
2011,186131,14.1001,1,22,Princeton University
2011,186131,14.1901,1,35,Princeton University
2011,186131,14.3701,1,66,Princeton University
2011,186131,16.0104,1,14,Princeton University
2011,186131,16.0400,1,2,Princeton University
2011,186131,16.0501,1,6,Princeton University
2011,186131,16.0901,1,10,Princeton University
2011,186131,16.0905,1,12,Princeton University
2011,186131,16.1200,1,14,Princeton University
2011,186131,23.0101,1,57,Princeton University
2011,186131,26.0204,1,59,Princeton University
2011,186131,26.1301,1,65,Princeton University
2011,186131,27.0101,1,35,Princeton University
2011,186131,30.9999,1,1,Princeton University
2011,186131,38.0101,1,24,Princeton University
2011,186131,38.0201,1,18,Princeton University
2011,186131,40.0202,1,8,Princeton University
2011,186131,40.0501,1,41,Princeton University
2011,186131,40.0699,1,5,Princeton University
2011,186131,40.0801,1,25,Princeton University
2011,186131,42.0101,1,54,Princeton University
2011,186131,44.0501,1,85,Princeton University
2011,186131,45.0201,1,30,Princeton University
2011,186131,45.0601,1,129,Princeton University
2011,186131,45.1001,1,111,Princeton University
2011,186131,45.1101,1,37,Princeton University
2011,186131,50.0703,1,28,Princeton University
2011,186131,50.0901,1,10,Princeton University
2011,186131,54.0101,1,88,Princeton University
2011,190150,03.0104,1,15,Columbia University in the City of New York
2011,190150,03.0104,2,2,Columbia University in the City of New York
2011,190150,04.0201,1,12,Columbia University in the City of New York
2011,190150,04.0201,2,0,Columbia University in the City of New York
2011,190150,05.0101,1,1,Columbia University in the City of New York
2011,190150,05.0101,2,0,Columbia University in the City of New York
2011,190150,05.0102,1,12,Columbia University in the City of New York
2011,190150,05.0102,2,0,Columbia University in the City of New York
2011,190150,05.0104,1,16,Columbia University in the City of New York
2011,190150,05.0104,2,2,Columbia University in the City of New York
2011,190150,05.0107,1,3,Columbia University in the City of New York
2011,190150,05.0107,2,6,Columbia University in the City of New York
2011,190150,05.0122,1,1,Columbia University in the City of New York
2011,190150,05.0122,2,1,Columbia University in the City of New York
2011,190150,05.0200,1,6,Columbia University in the City of New York
2011,190150,05.0200,2,1,Columbia University in the City of New York
2011,190150,05.0201,1,2,Columbia University in the City of New York
2011,190150,05.0201,2,1,Columbia University in the City of New York
2011,190150,11.0401,1,1,Columbia University in the City of New York
2011,190150,11.0701,1,56,Columbia University in the City of New York
2011,190150,11.0701,2,6,Columbia University in the City of New York
2011,190150,13.0101,1,0,Columbia University in the City of New York
2011,190150,13.0101,2,7,Columbia University in the City of New York
2011,190150,14.0501,1,30,Columbia University in the City of New York
2011,190150,14.0701,1,37,Columbia University in the City of New York
2011,190150,14.0801,1,30,Columbia University in the City of New York
2011,190150,14.0901,1,5,Columbia University in the City of New York
2011,190150,14.1001,1,26,Columbia University in the City of New York
2011,190150,14.1001,2,0,Columbia University in the City of New York
2011,190150,14.1101,1,0,Columbia University in the City of New York
2011,190150,14.1201,1,8,Columbia University in the City of New York
2011,190150,14.1401,1,17,Columbia University in the City of New York
2011,190150,14.1901,1,39,Columbia University in the City of New York
2011,190150,14.1901,2,1,Columbia University in the City of New York
2011,190150,14.2001,1,0,Columbia University in the City of New York
2011,190150,14.2101,1,0,Columbia University in the City of New York
2011,190150,14.3501,1,6,Columbia University in the City of New York
2011,190150,14.3701,1,74,Columbia University in the City of New York
2011,190150,14.3701,2,0,Columbia University in the City of New York
2011,190150,14.9999,1,0,Columbia University in the City of New York
2011,190150,16.0104,1,13,Columbia University in the City of New York
2011,190150,16.0400,1,4,Columbia University in the City of New York
2011,190150,16.0400,2,4,Columbia University in the City of New York
2011,190150,16.0402,1,0,Columbia University in the City of New York
2011,190150,16.0402,2,0,Columbia University in the City of New York
2011,190150,16.0501,1,4,Columbia University in the City of New York
2011,190150,16.0501,2,1,Columbia University in the City of New York
2011,190150,16.0901,1,11,Columbia University in the City of New York
2011,190150,16.0901,2,7,Columbia University in the City of New York
2011,190150,16.0902,1,1,Columbia University in the City of New York
2011,190150,16.0902,2,0,Columbia University in the City of New York
2011,190150,16.0904,1,0,Columbia University in the City of New York
2011,190150,16.0904,2,1,Columbia University in the City of New York
2011,190150,16.0905,1,23,Columbia University in the City of New York
2011,190150,16.0905,2,14,Columbia University in the City of New York
2011,190150,16.1199,1,20,Columbia University in the City of New York
2011,190150,16.1199,2,9,Columbia University in the City of New York
2011,190150,16.1200,1,10,Columbia University in the City of New York
2011,190150,16.1200,2,0,Columbia University in the City of New York
2011,190150,16.1202,1,0,Columbia University in the City of New York
2011,190150,16.1202,2,0,Columbia University in the City of New York
2011,190150,16.1203,1,0,Columbia University in the City of New York
2011,190150,16.9999,1,0,Columbia University in the City of New York
2011,190150,16.9999,2,0,Columbia University in the City of New York
2011,190150,23.0101,1,102,Columbia University in the City of New York
2011,190150,23.0101,2,19,Columbia University in the City of New York
2011,190150,23.1302,1,38,Columbia University in the City of New York
2011,190150,23.1302,2,3,Columbia University in the City of New York
2011,190150,23.1404,1,0,Columbia University in the City of New York
2011,190150,24.0101,1,6,Columbia University in the City of New York
2011,190150,24.0101,2,8,Columbia University in the City of New York
2011,190150,24.0103,1,6,Columbia University in the City of New York
2011,190150,24.0103,2,0,Columbia University in the City of New York
2011,190150,26.0101,1,45,Columbia University in the City of New York
2011,190150,26.0101,2,2,Columbia University in the City of New York
2011,190150,26.0202,1,22,Columbia University in the City of New York
2011,190150,26.0202,2,0,Columbia University in the City of New York
2011,190150,26.0203,1,5,Columbia University in the City of New York
2011,190150,26.0203,2,0,Columbia University in the City of New York
2011,190150,26.1501,1,39,Columbia University in the City of New York
2011,190150,26.1501,2,1,Columbia University in the City of New York
2011,190150,26.9999,1,0,Columbia University in the City of New York
2011,190150,26.9999,2,0,Columbia University in the City of New York
2011,190150,27.0101,1,31,Columbia University in the City of New York
2011,190150,27.0101,2,25,Columbia University in the City of New York
2011,190150,27.0301,1,41,Columbia University in the City of New York
2011,190150,27.0301,2,0,Columbia University in the City of New York
2011,190150,27.0501,1,8,Columbia University in the City of New York
2011,190150,27.0501,2,2,Columbia University in the City of New York
2011,190150,27.9999,1,0,Columbia University in the City of New York
2011,190150,30.0801,1,2,Columbia University in the City of New York
2011,190150,30.0801,2,1,Columbia University in the City of New York
2011,190150,30.2201,1,0,Columbia University in the City of New York
2011,190150,30.2201,2,0,Columbia University in the City of New York
2011,190150,38.0101,1,35,Columbia University in the City of New York
2011,190150,38.0101,2,21,Columbia University in the City of New York
2011,190150,38.0201,1,9,Columbia University in the City of New York
2011,190150,38.0201,2,2,Columbia University in the City of New York
2011,190150,38.9999,1,15,Columbia University in the City of New York
2011,190150,38.9999,2,1,Columbia University in the City of New York
2011,190150,40.0201,1,2,Columbia University in the City of New York
2011,190150,40.0201,2,1,Columbia University in the City of New York
2011,190150,40.0202,1,4,Columbia University in the City of New York
2011,190150,40.0202,2,0,Columbia University in the City of New York
2011,190150,40.0501,1,8,Columbia University in the City of New York
2011,190150,40.0501,2,1,Columbia University in the City of New York
2011,190150,40.0601,1,18,Columbia University in the City of New York
2011,190150,40.0601,2,7,Columbia University in the City of New York
2011,190150,40.0801,1,16,Columbia University in the City of New York
2011,190150,40.0801,2,4,Columbia University in the City of New York
2011,190150,40.1001,1,4,Columbia University in the City of New York
2011,190150,40.9999,1,0,Columbia University in the City of New York
2011,190150,41.9999,1,1,Columbia University in the City of New York
2011,190150,42.0101,1,65,Columbia University in the City of New York
2011,190150,42.0101,2,30,Columbia University in the City of New York
2011,190150,45.0201,1,46,Columbia University in the City of New York
2011,190150,45.0201,2,10,Columbia University in the City of New York
2011,190150,45.0601,1,224,Columbia University in the City of New York
2011,190150,45.0601,2,18,Columbia University in the City of New York
2011,190150,45.0604,1,2,Columbia University in the City of New York
2011,190150,45.0604,2,27,Columbia University in the City of New York
2011,190150,45.1001,1,158,Columbia University in the City of New York
2011,190150,45.1001,2,33,Columbia University in the City of New York
2011,190150,45.1101,1,26,Columbia University in the City of New York
2011,190150,45.1101,2,3,Columbia University in the City of New York
2011,190150,45.1201,1,14,Columbia University in the City of New York
2011,190150,45.1201,2,1,Columbia University in the City of New York
2011,190150,45.9999,1,0,Columbia University in the City of New York
2011,190150,45.9999,2,0,Columbia University in the City of New York
2011,190150,50.0301,1,1,Columbia University in the City of New York
2011,190150,50.0301,2,3,Columbia University in the City of New York
2011,190150,50.0501,1,5,Columbia University in the City of New York
2011,190150,50.0501,2,2,Columbia University in the City of New York
2011,190150,50.0703,1,29,Columbia University in the City of New York
2011,190150,50.0703,2,13,Columbia University in the City of New York
2011,190150,50.0901,1,12,Columbia University in the City of New York
2011,190150,50.0901,2,3,Columbia University in the City of New York
2011,190150,50.0910,1,0,Columbia University in the City of New York
2011,190150,50.0910,2,2,Columbia University in the City of New York
2011,190150,50.9999,1,37,Columbia University in the City of New York
2011,190150,50.9999,2,8,Columbia University in the City of New York
2011,190150,51.3801,1,151,Columbia University in the City of New York
2011,190150,52.0201,1,0,Columbia University in the City of New York
2011,190150,52.0201,2,6,Columbia University in the City of New York
2011,190150,54.0101,1,126,Columbia University in the City of New York
2011,190150,54.0101,2,29,Columbia University in the City of New York
2011,190415,01.0000,1,68,Cornell University
2011,190415,01.0000,2,4,Cornell University
2011,190415,01.0101,1,0,Cornell University
2011,190415,01.0102,1,0,Cornell University
2011,190415,01.0103,1,227,Cornell University
2011,190415,01.0103,2,15,Cornell University
2011,190415,01.0309,1,5,Cornell University
2011,190415,01.0309,2,3,Cornell University
2011,190415,01.0701,1,10,Cornell University
2011,190415,01.0701,2,1,Cornell University
2011,190415,01.0901,1,112,Cornell University
2011,190415,01.0901,2,11,Cornell University
2011,190415,01.1001,1,23,Cornell University
2011,190415,01.1001,2,1,Cornell University
2011,190415,01.1101,1,22,Cornell University
2011,190415,01.1101,2,7,Cornell University
2011,190415,01.1102,1,0,Cornell University
2011,190415,03.0101,1,68,Cornell University
2011,190415,03.0101,2,6,Cornell University
2011,190415,04.0201,1,76,Cornell University
2011,190415,04.0301,1,32,Cornell University
2011,190415,04.0401,1,25,Cornell University
2011,190415,04.0601,1,16,Cornell University
2011,190415,04.0801,1,1,Cornell University
2011,190415,05.0102,1,20,Cornell University
2011,190415,05.0102,2,5,Cornell University
2011,190415,05.0103,1,18,Cornell University
2011,190415,05.0103,2,11,Cornell University
2011,190415,05.0104,1,0,Cornell University
2011,190415,05.0108,1,10,Cornell University
2011,190415,05.0108,2,3,Cornell University
2011,190415,05.0125,1,0,Cornell University
2011,190415,05.0125,2,2,Cornell University
2011,190415,05.0201,1,3,Cornell University
2011,190415,05.0201,2,4,Cornell University
2011,190415,05.0208,1,4,Cornell University
2011,190415,05.0208,2,3,Cornell University
2011,190415,09.0100,1,75,Cornell University
2011,190415,09.0100,2,3,Cornell University
2011,190415,09.0101,1,2,Cornell University
2011,190415,09.0101,2,1,Cornell University
2011,190415,11.0101,1,11,Cornell University
2011,190415,11.0103,1,14,Cornell University
2011,190415,11.0103,2,1,Cornell University
2011,190415,11.0701,1,65,Cornell University
2011,190415,11.0701,2,8,Cornell University
2011,190415,12.0508,1,0,Cornell University
2011,190415,13.0101,1,0,Cornell University
2011,190415,13.1301,1,6,Cornell University
2011,190415,13.1301,2,4,Cornell University
2011,190415,14.0101,1,16,Cornell University
2011,190415,14.0301,1,92,Cornell University
2011,190415,14.0701,1,71,Cornell University
2011,190415,14.0801,1,72,Cornell University
2011,190415,14.1001,1,74,Cornell University
2011,190415,14.1001,2,0,Cornell University
2011,190415,14.1201,1,48,Cornell University
2011,190415,14.1201,2,1,Cornell University
2011,190415,14.1401,1,17,Cornell University
2011,190415,14.1401,2,0,Cornell University
2011,190415,14.1801,1,25,Cornell University
2011,190415,14.1901,1,128,Cornell University
2011,190415,14.3701,1,105,Cornell University
2011,190415,14.3701,2,2,Cornell University
2011,190415,16.0102,1,7,Cornell University
2011,190415,16.0102,2,3,Cornell University
2011,190415,16.0104,1,6,Cornell University
2011,190415,16.0104,2,0,Cornell University
2011,190415,16.0402,1,1,Cornell University
2011,190415,16.0402,2,2,Cornell University
2011,190415,16.0501,1,2,Cornell University
2011,190415,16.0501,2,1,Cornell University
2011,190415,16.0901,1,3,Cornell University
2011,190415,16.0901,2,7,Cornell University
2011,190415,16.0902,1,2,Cornell University
2011,190415,16.0902,2,1,Cornell University
2011,190415,16.0905,1,11,Cornell University
2011,190415,16.0905,2,10,Cornell University
2011,190415,16.1200,1,6,Cornell University
2011,190415,16.1200,2,2,Cornell University
2011,190415,19.0501,1,0,Cornell University
2011,190415,19.0701,1,96,Cornell University
2011,190415,23.0101,1,54,Cornell University
2011,190415,23.0101,2,7,Cornell University
2011,190415,24.0101,1,14,Cornell University
2011,190415,24.0101,2,1,Cornell University
2011,190415,26.0101,1,297,Cornell University
2011,190415,26.0101,2,32,Cornell University
2011,190415,26.0702,1,11,Cornell University
2011,190415,26.0702,2,2,Cornell University
2011,190415,26.1101,1,18,Cornell University
2011,190415,26.1101,2,4,Cornell University
2011,190415,26.9999,1,107,Cornell University
2011,190415,26.9999,2,2,Cornell University
2011,190415,27.0101,1,32,Cornell University
2011,190415,27.0101,2,21,Cornell University
2011,190415,27.0501,1,1,Cornell University
2011,190415,27.0501,2,1,Cornell University
2011,190415,30.1501,1,2,Cornell University
2011,190415,30.1501,2,1,Cornell University
2011,190415,30.1901,1,41,Cornell University
2011,190415,30.1901,2,1,Cornell University
2011,190415,30.9999,1,43,Cornell University
2011,190415,30.9999,2,1,Cornell University
2011,190415,38.0101,1,10,Cornell University
2011,190415,38.0101,2,8,Cornell University
2011,190415,38.0201,1,2,Cornell University
2011,190415,38.0201,2,0,Cornell University
2011,190415,40.0201,1,2,Cornell University
2011,190415,40.0201,2,1,Cornell University
2011,190415,40.0401,1,9,Cornell University
2011,190415,40.0501,1,28,Cornell University
2011,190415,40.0501,2,15,Cornell University
2011,190415,40.0601,1,0,Cornell University
2011,190415,40.0601,2,0,Cornell University
2011,190415,40.0699,1,16,Cornell University
2011,190415,40.0699,2,3,Cornell University
2011,190415,40.0801,1,23,Cornell University
2011,190415,40.0801,2,12,Cornell University
2011,190415,42.0101,1,64,Cornell University
2011,190415,42.0101,2,16,Cornell University
2011,190415,44.0201,1,0,Cornell University
2011,190415,44.0501,1,70,Cornell University
2011,190415,45.0201,1,7,Cornell University
2011,190415,45.0201,2,4,Cornell University
2011,190415,45.0301,1,9,Cornell University
2011,190415,45.0301,2,1,Cornell University
2011,190415,45.0601,1,201,Cornell University
2011,190415,45.0601,2,30,Cornell University
2011,190415,45.1001,1,114,Cornell University
2011,190415,45.1001,2,29,Cornell University
2011,190415,45.1101,1,45,Cornell University
2011,190415,45.1101,2,9,Cornell University
2011,190415,45.9999,1,0,Cornell University
2011,190415,50.0301,1,0,Cornell University
2011,190415,50.0301,2,0,Cornell University
2011,190415,50.0501,1,7,Cornell University
2011,190415,50.0501,2,1,Cornell University
2011,190415,50.0601,1,13,Cornell University
2011,190415,50.0601,2,2,Cornell University
2011,190415,50.0702,1,25,Cornell University
2011,190415,50.0703,1,14,Cornell University
2011,190415,50.0703,2,2,Cornell University
2011,190415,50.0712,1,23,Cornell University
2011,190415,50.0799,1,0,Cornell University
2011,190415,50.0901,1,7,Cornell University
2011,190415,50.0901,2,4,Cornell University
2011,190415,51.1102,1,0,Cornell University
2011,190415,52.0904,1,244,Cornell University
2011,190415,52.1002,1,250,Cornell University
2011,190415,54.0101,1,44,Cornell University
2011,190415,54.0101,2,17,Cornell University
2011,198419,03.0101,1,20,Duke University
2011,198419,03.0101,2,9,Duke University
2011,198419,05.0199,1,47,Duke University
2011,198419,05.0199,2,9,Duke University
2011,198419,05.0201,1,5,Duke University
2011,198419,05.0201,2,8,Duke University
2011,198419,05.0207,1,8,Duke University
2011,198419,05.0207,2,4,Duke University
2011,198419,11.0101,1,26,Duke University
2011,198419,11.0101,2,23,Duke University
2011,198419,14.0501,1,117,Duke University
2011,198419,14.0501,2,6,Duke University
2011,198419,14.0801,1,31,Duke University
2011,198419,14.0801,2,1,Duke University
2011,198419,14.1001,1,54,Duke University
2011,198419,14.1001,2,10,Duke University
2011,198419,14.1901,1,62,Duke University
2011,198419,14.1901,2,6,Duke University
2011,198419,16.0102,1,7,Duke University
2011,198419,16.0402,1,3,Duke University
2011,198419,16.0402,2,4,Duke University
2011,198419,16.0501,1,1,Duke University
2011,198419,16.0501,2,11,Duke University
2011,198419,16.0901,1,7,Duke University
2011,198419,16.0901,2,10,Duke University
2011,198419,16.0905,1,5,Duke University
2011,198419,16.0905,2,14,Duke University
2011,198419,16.0906,1,0,Duke University
2011,198419,16.0906,2,2,Duke University
2011,198419,23.0101,1,72,Duke University
2011,198419,23.0101,2,13,Duke University
2011,198419,23.9999,1,4,Duke University
2011,198419,26.0101,1,151,Duke University
2011,198419,26.0101,2,13,Duke University
2011,198419,27.0101,1,30,Duke University
2011,198419,27.0101,2,18,Duke University
2011,198419,27.0501,1,7,Duke University
2011,198419,30.1301,1,2,Duke University
2011,198419,30.1301,2,1,Duke University
2011,198419,30.9999,1,23,Duke University
2011,198419,38.0101,1,19,Duke University
2011,198419,38.0101,2,8,Duke University
2011,198419,38.0201,1,5,Duke University
2011,198419,38.0201,2,8,Duke University
2011,198419,40.0501,1,51,Duke University
2011,198419,40.0501,2,13,Duke University
2011,198419,40.0601,1,12,Duke University
2011,198419,40.0601,2,1,Duke University
2011,198419,40.0801,1,10,Duke University
2011,198419,40.0801,2,3,Duke University
2011,198419,42.0101,1,128,Duke University
2011,198419,42.0101,2,27,Duke University
2011,198419,44.0501,1,172,Duke University
2011,198419,44.0501,2,16,Duke University
2011,198419,45.0201,1,69,Duke University
2011,198419,45.0201,2,10,Duke University
2011,198419,45.0601,1,151,Duke University
2011,198419,45.0601,2,39,Duke University
2011,198419,45.1001,1,114,Duke University
2011,198419,45.1001,2,18,Duke University
2011,198419,45.1101,1,41,Duke University
2011,198419,45.1101,2,3,Duke University
2011,198419,50.0401,1,17,Duke University
2011,198419,50.0401,2,13,Duke University
2011,198419,50.0501,1,3,Duke University
2011,198419,50.0501,2,6,Duke University
2011,198419,50.0703,1,14,Duke University
2011,198419,50.0703,2,2,Duke University
2011,198419,50.0901,1,5,Duke University
2011,198419,50.0901,2,8,Duke University
2011,215062,03.0103,1,14,University of Pennsylvania
2011,215062,03.0103,2,3,University of Pennsylvania
2011,215062,04.0201,1,10,University of Pennsylvania
2011,215062,04.0201,2,1,University of Pennsylvania
2011,215062,05.0101,1,0,University of Pennsylvania
2011,215062,05.0101,2,3,University of Pennsylvania
2011,215062,05.0102,1,2,University of Pennsylvania
2011,215062,05.0103,1,4,University of Pennsylvania
2011,215062,05.0103,2,3,University of Pennsylvania
2011,215062,05.0104,1,5,University of Pennsylvania
2011,215062,05.0104,2,2,University of Pennsylvania
2011,215062,05.0107,1,2,University of Pennsylvania
2011,215062,05.0107,2,1,University of Pennsylvania
2011,215062,05.0108,1,6,University of Pennsylvania
2011,215062,05.0108,2,5,University of Pennsylvania
2011,215062,05.0201,1,3,University of Pennsylvania
2011,215062,05.0201,2,6,University of Pennsylvania
2011,215062,05.0207,1,2,University of Pennsylvania
2011,215062,05.0207,2,1,University of Pennsylvania
2011,215062,09.0199,1,85,University of Pennsylvania
2011,215062,09.0199,2,11,University of Pennsylvania
2011,215062,11.0101,1,24,University of Pennsylvania
2011,215062,11.0101,2,3,University of Pennsylvania
2011,215062,11.0701,1,52,University of Pennsylvania
2011,215062,13.1202,1,1,University of Pennsylvania
2011,215062,14.0501,1,72,University of Pennsylvania
2011,215062,14.0701,1,34,University of Pennsylvania
2011,215062,14.0901,1,9,University of Pennsylvania
2011,215062,14.1001,1,21,University of Pennsylvania
2011,215062,14.1001,2,3,University of Pennsylvania
2011,215062,14.1801,1,22,University of Pennsylvania
2011,215062,14.1801,2,1,University of Pennsylvania
2011,215062,14.1901,1,53,University of Pennsylvania
2011,215062,14.1901,2,2,University of Pennsylvania
2011,215062,14.2701,1,46,University of Pennsylvania
2011,215062,16.0102,1,5,University of Pennsylvania
2011,215062,16.0102,2,2,University of Pennsylvania
2011,215062,16.0104,1,2,University of Pennsylvania
2011,215062,16.0300,1,14,University of Pennsylvania
2011,215062,16.0300,2,8,University of Pennsylvania
2011,215062,16.0301,1,0,University of Pennsylvania
2011,215062,16.0301,2,1,University of Pennsylvania
2011,215062,16.0402,1,0,University of Pennsylvania
2011,215062,16.0402,2,3,University of Pennsylvania
2011,215062,16.0501,1,0,University of Pennsylvania
2011,215062,16.0501,2,4,University of Pennsylvania
2011,215062,16.0901,1,4,University of Pennsylvania
2011,215062,16.0901,2,11,University of Pennsylvania
2011,215062,16.0902,1,1,University of Pennsylvania
2011,215062,16.0902,2,1,University of Pennsylvania
2011,215062,16.0905,1,13,University of Pennsylvania
2011,215062,16.0905,2,15,University of Pennsylvania
2011,215062,16.0999,1,4,University of Pennsylvania
2011,215062,16.1100,1,6,University of Pennsylvania
2011,215062,16.1200,1,10,University of Pennsylvania
2011,215062,16.1200,2,6,University of Pennsylvania
2011,215062,23.0101,1,111,University of Pennsylvania
2011,215062,23.0101,2,10,University of Pennsylvania
2011,215062,24.0101,1,11,University of Pennsylvania
2011,215062,24.0101,2,1,University of Pennsylvania
2011,215062,24.0103,1,2,University of Pennsylvania
2011,215062,26.0101,1,110,University of Pennsylvania
2011,215062,26.0101,2,18,University of Pennsylvania
2011,215062,26.0102,1,16,University of Pennsylvania
2011,215062,26.0202,1,31,University of Pennsylvania
2011,215062,26.0202,2,1,University of Pennsylvania
2011,215062,26.0203,1,2,University of Pennsylvania
2011,215062,26.0203,2,5,University of Pennsylvania
2011,215062,26.1501,1,100,University of Pennsylvania
2011,215062,26.1501,2,3,University of Pennsylvania
2011,215062,27.0101,1,28,University of Pennsylvania
2011,215062,27.0101,2,15,University of Pennsylvania
2011,215062,27.0501,1,7,University of Pennsylvania
2011,215062,27.0501,2,29,University of Pennsylvania
2011,215062,30.1801,1,1,University of Pennsylvania
2011,215062,30.2001,1,54,University of Pennsylvania
2011,215062,30.2501,1,16,University of Pennsylvania
2011,215062,38.0101,1,26,University of Pennsylvania
2011,215062,38.0101,2,9,University of Pennsylvania
2011,215062,38.0102,1,1,University of Pennsylvania
2011,215062,38.0199,1,99,University of Pennsylvania
2011,215062,38.0199,2,2,University of Pennsylvania
2011,215062,38.0201,1,1,University of Pennsylvania
2011,215062,38.0201,2,1,University of Pennsylvania
2011,215062,38.0206,1,2,University of Pennsylvania
